task_id,project_id,project_domain,project_type,task_title,task_description,project_complexity,project_criticality,role_required,team_size_required,assigned_count,estimated_hours,deadline_days,priority,required_experience_years,required_skill_ids,required_skill_levels,critical_skill_ids,required_skill_count,critical_skill_count,task_start_date,task_due_date
TSK008951,PRJ03066,Media,Data Analytics,Instrument customer segmentation analysis for Media ad delivery platform,"The team is responsible for customer segmentation analysis as part of the ad delivery platform. The change affects a revenue-bearing path and needs senior review before cutover. Delivery depends on proven ability in utilise regular expressions, design database scheme and process data. The window is 61 days, with about 177 hours of effort expected from each assignee.",Advanced,High,Data Scientist,5,6,176.9,61,Medium,6.5,697dcc9f-ae92-4506-b5f2-e770d7589f74|6c08403c-a5bb-4868-b8c2-b7d039c0e511|f2d57f41-43b4-4f5b-8100-3df5c21eda50|b9f16465-56a9-426b-a047-0f9f1f95ec92|713fb616-118e-40bc-9366-4a69879a49d5|31c69100-b612-4a61-8db5-fd314318854c|382c11ed-20d5-4ae7-b60e-15fec527fa6c|3cdf3193-e070-40aa-a1b1-ab985db2c647,2|5|3|5|5|4|4|5,6c08403c-a5bb-4868-b8c2-b7d039c0e511|b9f16465-56a9-426b-a047-0f9f1f95ec92|713fb616-118e-40bc-9366-4a69879a49d5|3cdf3193-e070-40aa-a1b1-ab985db2c647,8,4,2025-04-03,2025-06-03
TSK008952,PRJ03067,Banking,Automation,Instrument automated regression suite for Banking loan origination system,"Scope of this task is automated regression suite on the loan origination system. A defect here degrades an internal service, so standard change control applies. The assignee is expected to demonstrate integrate system components, software components suppliers and deploy ICT systems. The window is 50 days, with about 203 hours of effort expected from each assignee.",Advanced,Medium,QA Engineer,10,11,202.5,50,High,6.94,ed8de897-adbe-4f0e-b4d2-534953e64c72|e6b8f934-7f35-4dc6-9a64-f6c43acdc00b|71c2f41e-14de-4b23-82ad-5dbcd54ba5b0|f6868852-9bf6-4899-a5d6-5f9532fb877d|19a8293b-8e95-4de3-983f-77484079c389|7557f0f4-b8bc-4ac0-b91e-222ab1ba744f|c7451027-8249-405a-bb1b-342ff0f3fb3b|ca73ac82-867a-4afa-9732-834aebe896ff,4|4|3|3|3|2|4|4,ed8de897-adbe-4f0e-b4d2-534953e64c72|e6b8f934-7f35-4dc6-9a64-f6c43acdc00b|c7451027-8249-405a-bb1b-342ff0f3fb3b|ca73ac82-867a-4afa-9732-834aebe896ff,8,4,2025-01-23,2025-03-14
TSK008953,PRJ03067,Banking,Automation,Migrate back-office process automation for Banking loan origination system,"Delivery of back-office process automation for the loan origination system sits with this task. The work touches shared components and needs coordinated release planning. Delivery depends on proven ability in Scratch (computer programming), MATLAB and Ruby (computer programming). Planned at roughly 153 hours of individual effort, due in 39 days.",Advanced,Medium,QA Engineer,5,4,152.7,39,Low,5.64,d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18|c3a03c5a-c260-4c26-9b9a-873abb396f4d|0ccdfe98-f845-4598-84a1-3dca66e9d9a3|97965983-0da4-4902-9daf-d5cd2693ef73|7b3abd38-61ae-42a4-88bb-0884784f9ee1,4|1|4|3|3,d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18|0ccdfe98-f845-4598-84a1-3dca66e9d9a3|97965983-0da4-4902-9daf-d5cd2693ef73,5,3,2025-01-12,2025-02-20
TSK008954,PRJ03067,Banking,Automation,Consolidate reconciliation automation for Banking treasury operations stack,"Delivery of reconciliation automation for the treasury operations stack sits with this task. A defect here degrades an internal service, so standard change control applies. Required capability includes define integration strategy, deploy ICT systems and analyse network bandwidth requirements. Estimated effort is 224 hours per assignee against a 51-day delivery window.",Advanced,Medium,Integration Engineer,8,7,224.2,51,Urgent,7.57,a4a882a1-0263-4dd2-b29a-f0028cac2393|71c2f41e-14de-4b23-82ad-5dbcd54ba5b0|da042121-959d-451b-b4d0-3bbf07c1bc67|248894d1-42dc-474f-af6e-2da52ac0c679|f6868852-9bf6-4899-a5d6-5f9532fb877d|56a7f561-1d55-43c9-9cd7-36a0a9bc6c50|b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f|e5b5053e-0ef6-4c4e-a3f2-42f955f4322c|d6e78d9a-deca-4bcb-b08d-011b2616758d|52e53619-fa77-4f72-b237-5e4aae784dc2,4|3|3|4|4|3|3|4|4|3,a4a882a1-0263-4dd2-b29a-f0028cac2393|248894d1-42dc-474f-af6e-2da52ac0c679|f6868852-9bf6-4899-a5d6-5f9532fb877d|e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,10,4,2024-12-26,2025-02-15
TSK008955,PRJ03067,Banking,Automation,Implement provisioning workflow automation for Banking treasury operations stack,"The team is responsible for provisioning workflow automation as part of the treasury operations stack. The work touches shared components and needs coordinated release planning. Required capability includes Ruby (computer programming), ASP.NET and OpenEdge Advanced Business Language. Estimated effort is 175 hours per assignee against a 35-day delivery window.",Advanced,Medium,Software Engineer,8,3,174.9,35,Medium,6.22,0ccdfe98-f845-4598-84a1-3dca66e9d9a3|56a7f561-1d55-43c9-9cd7-36a0a9bc6c50|300d432b-f457-4cd3-9cb1-1858c7d14954|b4dc6e4f-dc7d-445f-8ce2-d7b9d225e282|b8656b5c-e3f0-4418-82ff-87b5f677f9e8,3|3|3|3|3,0ccdfe98-f845-4598-84a1-3dca66e9d9a3|56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,5,2,2024-12-24,2025-01-28
TSK008956,PRJ03068,Media,Business Intelligence,Modernise dimensional model redesign for Media rights management system,"The team is responsible for dimensional model redesign as part of the rights management system. A defect here degrades an internal service, so standard change control applies. Core competencies required are translate requirements into visual design, create business process models and analyse business requirements. The window is 27 days, with about 150 hours of effort expected from each assignee.",Moderate,Medium,Business Analyst,4,3,150.5,27,Urgent,4.05,2d6d4784-0992-48e7-b100-22d7229b3f0a|6a7792a9-888a-46ad-afc9-2c0d94c8fde6|b04f377b-ee80-4b38-aca1-19d266a23b17|48b68726-0fd6-4e03-a5eb-82236516ee7a|f7b5d916-52f0-4865-b6a6-e1a3b711cb5e|397da142-ab35-48fe-b154-7c38f447adfb|a8797f21-1af0-4c5e-98ca-bf1442929363|ccdbd9bb-4faf-403c-a968-e8bf487f8a53,3|2|4|2|4|3|2|2,b04f377b-ee80-4b38-aca1-19d266a23b17|f7b5d916-52f0-4865-b6a6-e1a3b711cb5e|397da142-ab35-48fe-b154-7c38f447adfb,8,3,2023-11-09,2023-12-06
TSK008957,PRJ03068,Media,Business Intelligence,Instrument BI platform migration for Media subscription video stack,"The team is responsible for BI platform migration as part of the subscription video stack. The work touches shared components and needs coordinated release planning. Required capability includes create software design, migrate existing data and use markup languages. Effort is budgeted at 269 hours per person with a 57-day deadline.",Moderate,Medium,Data Engineer,9,10,269.1,57,High,4.78,3bddfd7c-ab6d-40c2-883d-5e97fb7640ba|020918ef-4b55-47c1-8430-ab7b8f6a7377|0af062de-eb43-41e9-9b96-249e2cd22d26|65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1|16a00c69-9c74-4c37-96d7-6301d285e5ce,3|1|3|4|3,3bddfd7c-ab6d-40c2-883d-5e97fb7640ba|65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,5,2,2023-11-15,2024-01-11
TSK008958,PRJ03069,Manufacturing,Reporting,Redesign monthly management reporting for Manufacturing MES shop-floor system,"This task delivers monthly management reporting against the existing MES shop-floor system. Failure would create rework for downstream teams but not customer outage. Delivery depends on proven ability in query languages, resource description framework query language and information categorisation. Estimated effort is 117 hours per assignee against a 35-day delivery window.",Moderate,Medium,Data Analyst,7,8,116.6,35,Medium,4.88,9cf681c7-89ec-470c-b651-7fe03786f586|99207709-d076-4cce-ba38-e90d3bb28806|93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6|54c9c155-9293-4329-8ed2-2e76e8b519d4|e9575f7f-053a-439e-8074-f93df3334e92|9fc400ac-8ed2-4aff-915f-aa4f2609ec7b|6078e099-7696-44a5-b3c1-452b9abe886a|be48353d-25c7-4f86-bea9-7b9e248fbc6e,3|2|2|4|2|3|4|3,54c9c155-9293-4329-8ed2-2e76e8b519d4|9fc400ac-8ed2-4aff-915f-aa4f2609ec7b|6078e099-7696-44a5-b3c1-452b9abe886a,8,3,2022-01-17,2022-02-21
TSK008959,PRJ03069,Manufacturing,Reporting,Integrate self-service reporting layer for Manufacturing supply planning system,"This task delivers self-service reporting layer against the existing supply planning system. Failure would create rework for downstream teams but not customer outage. Core competencies required are execute analytical mathematical calculations, data science and implement data quality processes. The window is 29 days, with about 117 hours of effort expected from each assignee.",Moderate,Medium,BI Developer,5,6,116.8,29,Low,3.56,31c69100-b612-4a61-8db5-fd314318854c|edebd83d-35f6-4ed5-a940-6c203d178c01|713fb616-118e-40bc-9366-4a69879a49d5|46ec0033-3c71-415e-bcff-b065675ba2dc|fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|bd14968e-e409-45af-b362-3495ed7b10e0|1b7c716e-af95-4cda-a42f-6479c8b139f5|f5dd06b8-5d17-4932-9d03-957d0c4f5051,2|2|2|2|4|3|2|3,fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|bd14968e-e409-45af-b362-3495ed7b10e0|f5dd06b8-5d17-4932-9d03-957d0c4f5051,8,3,2022-01-17,2022-02-15
TSK008960,PRJ03070,Banking,API Development,Roll out GraphQL service for Banking branch servicing suite,"Delivery of GraphQL service for the branch servicing suite sits with this task. A failure here is customer-visible, so pre-release verification is mandatory. Delivery depends on proven ability in manage business knowledge, debug software and object-oriented modelling. Effort is budgeted at 301 hours per person with a 76-day deadline.",Advanced,High,Integration Engineer,6,7,301.2,76,Medium,6.97,41bf7ede-fc84-4a57-8c89-b548d11b0ba1|2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1|5be3d306-6cf1-4b49-aa1d-01651dd4ba4c|bec4359e-cb92-468f-a997-8fb28e32fba9,5|3|5|4,41bf7ede-fc84-4a57-8c89-b548d11b0ba1|5be3d306-6cf1-4b49-aa1d-01651dd4ba4c,4,2,2025-02-06,2025-04-23
TSK008961,PRJ03070,Banking,API Development,Optimise GraphQL service for Banking treasury operations stack,"Scope of this task is GraphQL service on the treasury operations stack. Downtime on this component breaches operational tolerances. The assignee is expected to demonstrate use software design patterns, tools for software configuration management and utilise computer-aided software engineering tools. Effort is budgeted at 122 hours per person with a 37-day deadline.",Advanced,High,Technical Lead,6,7,122.2,37,High,7.61,2b7a79e5-84d8-4880-be66-3d9bb05bea17|9d2e926f-53d9-41f5-98f3-19dfaa687f3f|172020d1-e151-445b-8173-e2a5fb16fe51|85c11255-469f-41bd-a6d1-382bc4a87783|04fe962b-4017-4eb7-9139-7d69b6922bc9|901105f8-3a08-453e-b1dc-23619e317fd3|f28617ad-afdd-4041-814c-216153a38998|dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88|19a8293b-8e95-4de3-983f-77484079c389|52e53619-fa77-4f72-b237-5e4aae784dc2,3|2|5|5|5|3|5|5|4|3,172020d1-e151-445b-8173-e2a5fb16fe51|85c11255-469f-41bd-a6d1-382bc4a87783|04fe962b-4017-4eb7-9139-7d69b6922bc9|f28617ad-afdd-4041-814c-216153a38998|dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,10,5,2025-02-06,2025-03-15
TSK008962,PRJ03070,Banking,API Development,Redesign webhook delivery service for Banking treasury operations stack,"This task delivers webhook delivery service against the existing treasury operations stack. A failure here is customer-visible, so pre-release verification is mandatory. Delivery depends on proven ability in use scripting programming, define technology strategy and ICT communications protocols. The window is 25 days, with about 89 hours of effort expected from each assignee.",Advanced,High,Integration Engineer,4,4,88.7,25,Medium,7.14,5ef0c719-5bcb-49f8-b8eb-824388225333|248894d1-42dc-474f-af6e-2da52ac0c679|6e4f75b4-c60f-4623-a9ba-760c8245753b|71c2f41e-14de-4b23-82ad-5dbcd54ba5b0|ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe|bec4359e-cb92-468f-a997-8fb28e32fba9|ca73ac82-867a-4afa-9732-834aebe896ff|ed8de897-adbe-4f0e-b4d2-534953e64c72|9973a5a2-7822-4161-99e9-95c781eb63f8|fd33c66c-70c4-40e6-b87c-5495bd3bf26e,5|5|3|3|2|5|3|5|3|5,5ef0c719-5bcb-49f8-b8eb-824388225333|248894d1-42dc-474f-af6e-2da52ac0c679|bec4359e-cb92-468f-a997-8fb28e32fba9|ed8de897-adbe-4f0e-b4d2-534953e64c72|fd33c66c-70c4-40e6-b87c-5495bd3bf26e,10,5,2025-03-06,2025-03-31
TSK008963,PRJ03070,Banking,API Development,Refactor webhook delivery service for Banking core banking platform,"This workstream covers webhook delivery service within the core banking platform. Downtime on this component breaches operational tolerances. Required capability includes procurement of ICT network equipment, software components suppliers and integrate system components. Estimated effort is 299 hours per assignee against a 71-day delivery window.",Advanced,High,Integration Engineer,6,6,299.2,71,High,7.63,32428b21-514b-42c2-81b5-244a7804ea74|e6b8f934-7f35-4dc6-9a64-f6c43acdc00b|ed8de897-adbe-4f0e-b4d2-534953e64c72|cd5efa8c-e44d-4cbc-91c6-796018dbed68|7557f0f4-b8bc-4ac0-b91e-222ab1ba744f,4|5|3|2|5,32428b21-514b-42c2-81b5-244a7804ea74|e6b8f934-7f35-4dc6-9a64-f6c43acdc00b|ed8de897-adbe-4f0e-b4d2-534953e64c72|7557f0f4-b8bc-4ac0-b91e-222ab1ba744f,5,4,2025-02-15,2025-04-27
TSK008964,PRJ03071,SaaS,Cloud Migration,Roll out cloud landing zone for SaaS usage metering service,"Scope of this task is cloud landing zone on the usage metering service. The change affects a revenue-bearing path and needs senior review before cutover. The assignee is expected to demonstrate develop with cloud services, cloud security and compliance and KDevelop. The window is 127 days, with about 532 hours of effort expected from each assignee.",Advanced,High,Systems Administrator,10,9,531.8,127,Medium,8.2,6b643893-0a1f-4f6c-83a1-e7eef75849b9|1c2978b8-bb0d-4249-9c23-877571a4dffa|013441c1-1f13-47e9-80c4-9a53e8e1bc05,5|4|5,6b643893-0a1f-4f6c-83a1-e7eef75849b9|013441c1-1f13-47e9-80c4-9a53e8e1bc05,3,2,2023-12-04,2024-04-09
TSK008965,PRJ03071,SaaS,Cloud Migration,Re-platform cloud landing zone for SaaS customer admin console,"This workstream covers cloud landing zone within the customer admin console. Downtime on this component breaches operational tolerances. The assignee is expected to demonstrate system backup best practice, DevOps and cloud monitoring and reporting. Effort is budgeted at 317 hours per person with a 73-day deadline.",Advanced,High,Cloud Engineer,4,5,316.8,73,Urgent,7.34,47ca0da1-cae5-4395-ae6b-fd97b9ff48d3|f0de4973-0a70-4644-8fd4-3a97080476f4|8efa6a7a-6556-4cb8-908d-59d3b5c58d2f|251b5528-693c-4ef9-a7f6-9924bb8d7ef8|ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54,5|2|5|5|3,47ca0da1-cae5-4395-ae6b-fd97b9ff48d3|8efa6a7a-6556-4cb8-908d-59d3b5c58d2f|251b5528-693c-4ef9-a7f6-9924bb8d7ef8,5,3,2023-11-20,2024-02-01
TSK008966,PRJ03071,SaaS,Cloud Migration,Consolidate hybrid connectivity redesign for SaaS customer admin console,"This task delivers hybrid connectivity redesign against the existing customer admin console. A failure here is customer-visible, so pre-release verification is mandatory. The assignee is expected to demonstrate cloud technologies, plan migration to cloud and design cloud networks. The window is 51 days, with about 218 hours of effort expected from each assignee.",Advanced,High,Solution Architect,12,13,217.8,51,Urgent,7.86,bd14968e-e409-45af-b362-3495ed7b10e0|0a52bed5-fd29-45fb-aba6-e32bccfda1c1|4da4587a-fd0b-4ca2-886c-c42a1562d432|6195c5f7-a4fb-425d-a3dd-c4467c4471a3|6b643893-0a1f-4f6c-83a1-e7eef75849b9|11430d93-c835-48ed-8e70-285fa69c9ae6,5|4|5|4|3|5,bd14968e-e409-45af-b362-3495ed7b10e0|4da4587a-fd0b-4ca2-886c-c42a1562d432|11430d93-c835-48ed-8e70-285fa69c9ae6,6,3,2023-12-09,2024-01-29
TSK008967,PRJ03071,SaaS,Cloud Migration,Optimise hybrid connectivity redesign for SaaS subscription billing stack,"This task delivers hybrid connectivity redesign against the existing subscription billing stack. Downtime on this component breaches operational tolerances. Required capability includes manage cloud data and storage, JavaScript and design cloud networks. Planned at roughly 333 hours of individual effort, due in 94 days.",Advanced,High,Cloud Engineer,6,5,333.1,94,Urgent,7.36,d3286405-49f8-4e8a-8046-a4376b4e7963|3cd569a2-4f88-4c1e-9995-8dce8c5e51a7|4da4587a-fd0b-4ca2-886c-c42a1562d432|251b5528-693c-4ef9-a7f6-9924bb8d7ef8|c13fb093-5ffb-491a-b8b7-fa2d42a57e2e|c4b626c1-e71c-44ec-9f88-042766f37fcc|a4e31589-3632-4926-91d0-15b889c90b9b|75f839c2-fd9a-4ad3-8921-6e734608568d|1c2978b8-bb0d-4249-9c23-877571a4dffa|31c83903-8fc8-4bd8-9ca4-7a98a9c31eae,4|4|5|5|5|5|5|4|4|5,4da4587a-fd0b-4ca2-886c-c42a1562d432|251b5528-693c-4ef9-a7f6-9924bb8d7ef8|c13fb093-5ffb-491a-b8b7-fa2d42a57e2e|c4b626c1-e71c-44ec-9f88-042766f37fcc|a4e31589-3632-4926-91d0-15b889c90b9b|31c83903-8fc8-4bd8-9ca4-7a98a9c31eae,10,6,2023-11-23,2024-02-25
TSK008968,PRJ03071,SaaS,Cloud Migration,Migrate container platform migration for SaaS multi-tenant platform,"This workstream covers container platform migration within the multi-tenant platform. Downtime on this component breaches operational tolerances. Core competencies required are create data models, align software with system architectures and system design. The window is 36 days, with about 143 hours of effort expected from each assignee.",Advanced,High,DevOps Engineer,6,6,143.1,36,Medium,6.14,fbafa41f-cd05-4109-a649-8b44d306d779|2857540c-180b-4208-9127-e94a01871966|fae27053-8924-4bfd-b565-c9fe502044c9|7e796b51-49d7-4e73-95af-2e7323763f15,5|4|2|5,fbafa41f-cd05-4109-a649-8b44d306d779,4,1,2023-11-28,2024-01-03
TSK008969,PRJ03071,SaaS,Cloud Migration,Optimise lift-and-shift of core workloads for SaaS usage metering service,"Delivery of lift-and-shift of core workloads for the usage metering service sits with this task. Downtime on this component breaches operational tolerances. The assignee is expected to demonstrate design information system, assess ICT knowledge and digital systems. Effort is budgeted at 271 hours per person with a 79-day deadline.",Advanced,High,DevOps Engineer,7,2,270.7,79,Medium,8.37,a47d194d-0ffd-4aaa-b695-fbbe0255000e|0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926|397da142-ab35-48fe-b154-7c38f447adfb|14d1e367-3efe-4ec5-86ae-eca48710ee4e|24c200e5-be20-4370-a137-ab53797f3a17|50181a4b-1cfd-4fbd-ac9a-c1a494b9c5d0,5|5|5|4|4|2,a47d194d-0ffd-4aaa-b695-fbbe0255000e|0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926|397da142-ab35-48fe-b154-7c38f447adfb,6,3,2023-11-30,2024-02-17
TSK008970,PRJ03072,Banking,Payment Systems,Build wallet top-up service for Banking treasury operations stack,"This workstream covers wallet top-up service within the treasury operations stack. The work touches shared components and needs coordinated release planning. Delivery depends on proven ability in ensure proper document management, system backup best practice and organisational resilience. Effort is budgeted at 165 hours per person with a 42-day deadline.",Advanced,Medium,Business Analyst,6,6,164.8,42,High,6.51,c241f5a5-e23f-47bf-ad24-d83ea0010166|47ca0da1-cae5-4395-ae6b-fd97b9ff48d3|79f24a62-7718-46e1-9b41-37be0560a5ca|11eebd42-44ab-401d-8a2c-bdb9fc9beb50|bb663409-5c88-4e3a-bc16-01aa1c8ce171,3|3|4|3|2,79f24a62-7718-46e1-9b41-37be0560a5ca,5,1,2023-12-08,2024-01-19
TSK008971,PRJ03072,Banking,Payment Systems,Harden real-time settlement service for Banking loan origination system,"The team is responsible for real-time settlement service as part of the loan origination system. A defect here degrades an internal service, so standard change control applies. The assignee is expected to demonstrate electronic communication, manage administrative systems and perform clerical duties. The window is 24 days, with about 135 hours of effort expected from each assignee.",Advanced,Medium,Solution Architect,6,6,135.3,24,High,5.67,debef2fc-7af4-4bff-ac92-4d0317915a84|77e7cb08-2c6f-42ab-881b-b34b2318acbe|ab986bc4-df92-4351-9ac1-aa75af943cf7|2a38d8fa-92ad-46d3-9bcd-9e5c7f90ad2e|76ef6ed3-1658-4a1a-9593-204d799c6d0c|648782e0-b5e5-4e59-bed0-627aa8ac29f0,2|3|4|2|4|3,ab986bc4-df92-4351-9ac1-aa75af943cf7|76ef6ed3-1658-4a1a-9593-204d799c6d0c,6,2,2023-11-12,2023-12-06
